date,n_incidents,length_in_meters,delay_in_seconds,latitude,longitude
2019-03-02 10,6.0,168.0,0.0,41.547470649999994,-8.40452085
2019-03-02 11,10.0,214.8,98.7,41.550037239999995,-8.41011245
2019-03-02 12,7.0,184.28571428571428,30.0,41.54849438571428,-8.406308728571428
2019-03-02 13,6.0,168.0,0.0,41.547470649999994,-8.40452085
2019-03-02 14,6.0,168.0,0.0,41.547470649999994,-8.40452085
2019-03-02 15,6.0,168.0,0.0,41.547470649999994,-8.40452085
2019-03-02 16,8.0,233.5,56.25,41.549121012499995,-8.4027779375
2019-03-02 17,7.0,232.71428571428572,30.714285714285715,41.547092514285715,-8.405027428571428
2019-03-02 18,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-02 19,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-02 20,8.0,207.75,50.5,41.547076662500004,-8.4039676625
2019-03-02 21,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-02 22,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-02 23,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-03 00,8.0,187.75,0.0,41.5499070625,-8.4022758625
2019-03-03 01,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-03 02,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-03 03,6.0,166.0,0.0,41.5506345,-8.401714833333335
2019-03-03 04,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-03 05,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-03 06,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-03 07,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-03 08,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-03 09,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-03 10,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-03 11,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-03 12,7.0,68.0,0.0,41.54977032857143,-8.400945671428572
2019-03-03 13,6.0,56.0,0.0,41.5491222,-8.4003688
2019-03-03 14,6.0,56.0,0.0,41.5491222,-8.4003688
2019-03-03 15,6.0,56.0,0.0,41.5491222,-8.4003688
2019-03-03 16,15.0,299.73333333333335,57.53333333333333,41.55329328,-8.406308739999998
2019-03-03 17,15.0,203.4,49.4,41.55328738,-8.406464759999999
2019-03-03 18,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-03 19,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-03 20,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-03 21,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-03 22,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-03 23,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-04 00,6.0,171.0,0.0,41.5506345,-8.401714833333335
2019-03-04 01,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-04 02,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-04 03,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-04 04,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-04 05,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-04 06,6.0,166.0,0.0,41.5506345,-8.401714833333335
2019-03-04 07,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-04 08,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-04 09,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-04 10,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-04 11,11.0,178.8181818181818,38.45454545454545,41.55109738181818,-8.40509389090909
2019-03-04 12,11.0,202.0909090909091,26.818181818181817,41.54941198181818,-8.406887427272727
2019-03-04 13,9.0,166.0,0.0,41.5506345,-8.401714833333333
2019-03-04 14,12.0,232.16666666666666,52.25,41.54746268333333,-8.410070133333333
2019-03-04 15,25.0,383.08,143.0,41.546844668000006,-8.419041103999998
2019-03-04 16,20.0,335.6,96.55,41.552192105,-8.411946555
2019-03-04 17,17.0,303.52941176470586,94.94117647058823,41.549595041176474,-8.412620423529411
2019-03-04 18,31.0,390.7096774193548,115.70967741935483,41.54590007741936,-8.420194441935486
2019-03-04 19,11.0,187.0,25.09090909090909,41.55195580909091,-8.404572927272726
2019-03-04 20,8.0,198.75,18.125,41.54814921249999,-8.4039038
2019-03-04 21,7.0,258.0,59.57142857142857,41.54760232857143,-8.403067885714284
2019-03-04 22,7.0,256.57142857142856,55.285714285714285,41.54758987142857,-8.403070942857143
2019-03-04 23,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 00,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 01,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 02,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 03,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 04,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 05,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 06,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 07,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 08,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 09,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 10,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 11,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 12,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 13,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 14,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 15,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 16,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 17,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 18,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 19,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 20,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 21,4.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 22,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-05 23,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-06 00,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-06 01,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-06 02,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-06 03,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-06 04,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-06 05,6.0,223.0,0.0,41.54772475,-8.40395895
2019-03-06 06,4.0,223.0,0.0,41.54772475,-8.40395895
2019-03-06 07,0.0,0.0,0.0,0.0,0.0
2019-03-06 08,0.0,0.0,0.0,0.0,0.0
2019-03-06 09,0.0,0.0,0.0,0.0,0.0
2019-03-06 10,0.0,0.0,0.0,0.0,0.0
2019-03-06 11,0.0,0.0,0.0,0.0,0.0
2019-03-06 12,0.0,0.0,0.0,0.0,0.0
2019-03-06 13,0.0,0.0,0.0,0.0,0.0
2019-03-06 14,0.0,0.0,0.0,0.0,0.0
2019-03-06 15,0.0,0.0,0.0,0.0,0.0
2019-03-06 16,0.0,0.0,0.0,0.0,0.0
2019-03-06 17,0.0,0.0,0.0,0.0,0.0
2019-03-06 18,0.0,0.0,0.0,0.0,0.0
2019-03-06 19,0.0,0.0,0.0,0.0,0.0
2019-03-06 20,0.0,0.0,0.0,0.0,0.0
2019-03-06 21,0.0,0.0,0.0,0.0,0.0
2019-03-06 22,0.0,0.0,0.0,0.0,0.0
2019-03-06 23,0.0,0.0,0.0,0.0,0.0
2019-03-07 00,0.0,0.0,0.0,0.0,0.0
2019-03-07 01,0.0,0.0,0.0,0.0,0.0
2019-03-07 02,0.0,0.0,0.0,0.0,0.0
2019-03-07 03,0.0,0.0,0.0,0.0,0.0
2019-03-07 04,0.0,0.0,0.0,0.0,0.0
2019-03-07 05,0.0,0.0,0.0,0.0,0.0
2019-03-07 06,0.0,0.0,0.0,0.0,0.0
2019-03-07 07,0.0,0.0,0.0,0.0,0.0
2019-03-07 08,0.0,0.0,0.0,0.0,0.0
2019-03-07 09,0.0,0.0,0.0,0.0,0.0
2019-03-07 10,0.0,0.0,0.0,0.0,0.0
2019-03-07 11,0.0,0.0,0.0,0.0,0.0
2019-03-07 12,0.0,0.0,0.0,0.0,0.0
2019-03-07 13,0.0,0.0,0.0,0.0,0.0
2019-03-07 14,0.0,0.0,0.0,0.0,0.0
2019-03-07 15,0.0,0.0,0.0,0.0,0.0
2019-03-07 16,0.0,0.0,0.0,0.0,0.0
2019-03-07 17,0.0,0.0,0.0,0.0,0.0
2019-03-07 18,0.0,0.0,0.0,0.0,0.0
2019-03-07 19,0.0,0.0,0.0,0.0,0.0
2019-03-07 20,0.0,0.0,0.0,0.0,0.0
2019-03-07 21,0.0,0.0,0.0,0.0,0.0
2019-03-07 22,0.0,0.0,0.0,0.0,0.0
2019-03-07 23,0.0,0.0,0.0,0.0,0.0
2019-03-08 00,0.0,0.0,0.0,0.0,0.0
2019-03-08 01,0.0,0.0,0.0,0.0,0.0
2019-03-08 02,0.0,0.0,0.0,0.0,0.0
2019-03-08 03,0.0,0.0,0.0,0.0,0.0
2019-03-08 04,0.0,0.0,0.0,0.0,0.0
2019-03-08 05,0.0,0.0,0.0,0.0,0.0
2019-03-08 06,0.0,0.0,0.0,0.0,0.0
2019-03-08 07,0.0,0.0,0.0,0.0,0.0
2019-03-08 08,0.0,0.0,0.0,0.0,0.0
2019-03-08 09,0.0,0.0,0.0,0.0,0.0
2019-03-08 10,0.0,0.0,0.0,0.0,0.0
2019-03-08 11,0.0,0.0,0.0,0.0,0.0
2019-03-08 12,0.0,0.0,0.0,0.0,0.0
2019-03-08 13,0.0,0.0,0.0,0.0,0.0
2019-03-08 14,0.0,0.0,0.0,0.0,0.0
2019-03-08 15,0.0,0.0,0.0,0.0,0.0
2019-03-08 16,0.0,0.0,0.0,0.0,0.0
2019-03-08 17,0.0,0.0,0.0,0.0,0.0
2019-03-08 18,0.0,0.0,0.0,0.0,0.0
2019-03-08 19,0.0,0.0,0.0,0.0,0.0
2019-03-08 20,0.0,0.0,0.0,0.0,0.0
2019-03-08 21,0.0,0.0,0.0,0.0,0.0
2019-03-08 22,0.0,0.0,0.0,0.0,0.0
2019-03-08 23,0.0,0.0,0.0,0.0,0.0
2019-03-09 00,0.0,0.0,0.0,0.0,0.0
2019-03-09 01,0.0,0.0,0.0,0.0,0.0
2019-03-09 02,0.0,0.0,0.0,0.0,0.0
2019-03-09 03,0.0,0.0,0.0,0.0,0.0
2019-03-09 04,0.0,0.0,0.0,0.0,0.0
2019-03-09 05,0.0,0.0,0.0,0.0,0.0
2019-03-09 06,0.0,0.0,0.0,0.0,0.0
2019-03-09 07,0.0,0.0,0.0,0.0,0.0
2019-03-09 08,0.0,0.0,0.0,0.0,0.0
2019-03-09 09,0.0,0.0,0.0,0.0,0.0
2019-03-09 10,0.0,0.0,0.0,0.0,0.0
2019-03-09 11,0.0,0.0,0.0,0.0,0.0
2019-03-09 12,0.0,0.0,0.0,0.0,0.0
2019-03-09 13,0.0,0.0,0.0,0.0,0.0
2019-03-09 14,0.0,0.0,0.0,0.0,0.0
2019-03-09 15,0.0,0.0,0.0,0.0,0.0
2019-03-09 16,0.0,0.0,0.0,0.0,0.0
2019-03-09 17,0.0,0.0,0.0,0.0,0.0
2019-03-09 18,0.0,0.0,0.0,0.0,0.0
2019-03-09 19,0.0,0.0,0.0,0.0,0.0
2019-03-09 20,0.0,0.0,0.0,0.0,0.0
2019-03-09 21,0.0,0.0,0.0,0.0,0.0
2019-03-09 22,0.0,0.0,0.0,0.0,0.0
2019-03-09 23,0.0,0.0,0.0,0.0,0.0
2019-03-10 00,0.0,0.0,0.0,0.0,0.0
2019-03-10 01,0.0,0.0,0.0,0.0,0.0
2019-03-10 02,0.0,0.0,0.0,0.0,0.0
2019-03-10 03,0.0,0.0,0.0,0.0,0.0
2019-03-10 04,0.0,0.0,0.0,0.0,0.0
2019-03-10 05,0.0,0.0,0.0,0.0,0.0
2019-03-10 06,0.0,0.0,0.0,0.0,0.0
2019-03-10 07,0.0,0.0,0.0,0.0,0.0
2019-03-10 08,0.0,0.0,0.0,0.0,0.0
2019-03-10 09,0.0,0.0,0.0,0.0,0.0
2019-03-10 10,0.0,0.0,0.0,0.0,0.0
2019-03-10 11,0.0,0.0,0.0,0.0,0.0
2019-03-10 12,0.0,0.0,0.0,0.0,0.0
2019-03-10 13,0.0,0.0,0.0,0.0,0.0
2019-03-10 14,0.0,0.0,0.0,0.0,0.0
2019-03-10 15,0.0,0.0,0.0,0.0,0.0
2019-03-10 16,0.0,0.0,0.0,0.0,0.0
2019-03-10 17,0.0,0.0,0.0,0.0,0.0
2019-03-10 18,0.0,0.0,0.0,0.0,0.0
2019-03-10 19,0.0,0.0,0.0,0.0,0.0
2019-03-10 20,0.0,0.0,0.0,0.0,0.0
2019-03-10 21,0.0,0.0,0.0,0.0,0.0
2019-03-10 22,0.0,0.0,0.0,0.0,0.0
2019-03-10 23,0.0,0.0,0.0,0.0,0.0
2019-03-11 00,0.0,0.0,0.0,0.0,0.0
2019-03-11 01,0.0,0.0,0.0,0.0,0.0
2019-03-11 02,0.0,0.0,0.0,0.0,0.0
2019-03-11 03,0.0,0.0,0.0,0.0,0.0
2019-03-11 04,0.0,0.0,0.0,0.0,0.0
2019-03-11 05,0.0,0.0,0.0,0.0,0.0
2019-03-11 06,0.0,0.0,0.0,0.0,0.0
2019-03-11 07,0.0,0.0,0.0,0.0,0.0
2019-03-11 08,0.0,0.0,0.0,0.0,0.0
2019-03-11 09,0.0,0.0,0.0,0.0,0.0
2019-03-11 10,0.0,0.0,0.0,0.0,0.0
2019-03-11 11,0.0,0.0,0.0,0.0,0.0
2019-03-11 12,0.0,0.0,0.0,0.0,0.0
2019-03-11 13,0.0,0.0,0.0,0.0,0.0
2019-03-11 14,0.0,0.0,0.0,0.0,0.0
2019-03-11 15,0.0,0.0,0.0,0.0,0.0
2019-03-11 16,0.0,0.0,0.0,0.0,0.0
2019-03-11 17,0.0,0.0,0.0,0.0,0.0
2019-03-11 18,0.0,0.0,0.0,0.0,0.0
2019-03-11 19,0.0,0.0,0.0,0.0,0.0
2019-03-11 20,0.0,0.0,0.0,0.0,0.0
2019-03-11 21,0.0,0.0,0.0,0.0,0.0
2019-03-11 22,0.0,0.0,0.0,0.0,0.0
2019-03-11 23,0.0,0.0,0.0,0.0,0.0
2019-03-12 00,0.0,0.0,0.0,0.0,0.0
2019-03-12 01,0.0,0.0,0.0,0.0,0.0
2019-03-12 02,0.0,0.0,0.0,0.0,0.0
2019-03-12 03,0.0,0.0,0.0,0.0,0.0
2019-03-12 04,0.0,0.0,0.0,0.0,0.0
2019-03-12 05,0.0,0.0,0.0,0.0,0.0
2019-03-12 06,0.0,0.0,0.0,0.0,0.0
2019-03-12 07,0.0,0.0,0.0,0.0,0.0
2019-03-12 08,0.0,0.0,0.0,0.0,0.0
2019-03-12 09,0.0,0.0,0.0,0.0,0.0
2019-03-12 10,0.0,0.0,0.0,0.0,0.0
2019-03-12 11,0.0,0.0,0.0,0.0,0.0
2019-03-12 12,0.0,0.0,0.0,0.0,0.0
2019-03-12 13,0.0,0.0,0.0,0.0,0.0
2019-03-12 14,0.0,0.0,0.0,0.0,0.0
2019-03-12 15,0.0,0.0,0.0,0.0,0.0
2019-03-12 16,0.0,0.0,0.0,0.0,0.0
2019-03-12 17,0.0,0.0,0.0,0.0,0.0
2019-03-12 18,0.0,0.0,0.0,0.0,0.0
2019-03-12 19,0.0,0.0,0.0,0.0,0.0
2019-03-12 20,0.0,0.0,0.0,0.0,0.0
2019-03-12 21,0.0,0.0,0.0,0.0,0.0
2019-03-12 22,0.0,0.0,0.0,0.0,0.0
2019-03-12 23,0.0,0.0,0.0,0.0,0.0
2019-03-13 00,0.0,0.0,0.0,0.0,0.0
2019-03-13 01,0.0,0.0,0.0,0.0,0.0
2019-03-13 02,0.0,0.0,0.0,0.0,0.0
2019-03-13 03,0.0,0.0,0.0,0.0,0.0
2019-03-13 04,0.0,0.0,0.0,0.0,0.0
2019-03-13 05,0.0,0.0,0.0,0.0,0.0
2019-03-13 06,0.0,0.0,0.0,0.0,0.0
2019-03-13 07,0.0,0.0,0.0,0.0,0.0
2019-03-13 08,0.0,0.0,0.0,0.0,0.0
2019-03-13 09,0.0,0.0,0.0,0.0,0.0
2019-03-13 10,0.0,0.0,0.0,0.0,0.0
2019-03-13 11,0.0,0.0,0.0,0.0,0.0
2019-03-13 12,0.0,0.0,0.0,0.0,0.0
2019-03-13 13,0.0,0.0,0.0,0.0,0.0
2019-03-13 14,0.0,0.0,0.0,0.0,0.0
2019-03-13 15,0.0,0.0,0.0,0.0,0.0
2019-03-13 16,0.0,0.0,0.0,0.0,0.0
2019-03-13 17,0.0,0.0,0.0,0.0,0.0
2019-03-13 18,0.0,0.0,0.0,0.0,0.0
2019-03-13 19,0.0,0.0,0.0,0.0,0.0
2019-03-13 20,0.0,0.0,0.0,0.0,0.0
2019-03-13 21,0.0,0.0,0.0,0.0,0.0
2019-03-13 22,0.0,0.0,0.0,0.0,0.0
2019-03-13 23,0.0,0.0,0.0,0.0,0.0
2019-03-14 00,0.0,0.0,0.0,0.0,0.0
2019-03-14 01,0.0,0.0,0.0,0.0,0.0
2019-03-14 02,0.0,0.0,0.0,0.0,0.0
2019-03-14 03,0.0,0.0,0.0,0.0,0.0
2019-03-14 04,0.0,0.0,0.0,0.0,0.0
2019-03-14 05,0.0,0.0,0.0,0.0,0.0
2019-03-14 06,0.0,0.0,0.0,0.0,0.0
2019-03-14 07,0.0,0.0,0.0,0.0,0.0
2019-03-14 08,0.0,0.0,0.0,0.0,0.0
2019-03-14 09,0.0,0.0,0.0,0.0,0.0
2019-03-14 10,0.0,0.0,0.0,0.0,0.0
2019-03-14 11,0.0,0.0,0.0,0.0,0.0
2019-03-14 12,0.0,0.0,0.0,0.0,0.0
2019-03-14 13,0.0,0.0,0.0,0.0,0.0
2019-03-14 14,0.0,0.0,0.0,0.0,0.0
2019-03-14 15,0.0,0.0,0.0,0.0,0.0
2019-03-14 16,0.0,0.0,0.0,0.0,0.0
2019-03-14 17,0.0,0.0,0.0,0.0,0.0
2019-03-14 18,0.0,0.0,0.0,0.0,0.0
2019-03-14 19,0.0,0.0,0.0,0.0,0.0
2019-03-14 20,0.0,0.0,0.0,0.0,0.0
2019-03-14 21,0.0,0.0,0.0,0.0,0.0
2019-03-14 22,0.0,0.0,0.0,0.0,0.0
2019-03-14 23,0.0,0.0,0.0,0.0,0.0
2019-03-15 00,0.0,0.0,0.0,0.0,0.0
2019-03-15 01,0.0,0.0,0.0,0.0,0.0
2019-03-15 02,0.0,0.0,0.0,0.0,0.0
2019-03-15 03,0.0,0.0,0.0,0.0,0.0
2019-03-15 04,0.0,0.0,0.0,0.0,0.0
2019-03-15 05,0.0,0.0,0.0,0.0,0.0
2019-03-15 06,0.0,0.0,0.0,0.0,0.0
2019-03-15 07,0.0,0.0,0.0,0.0,0.0
2019-03-15 08,0.0,0.0,0.0,0.0,0.0
2019-03-15 09,0.0,0.0,0.0,0.0,0.0
2019-03-15 10,0.0,0.0,0.0,0.0,0.0
2019-03-15 11,0.0,0.0,0.0,0.0,0.0
2019-03-15 12,0.0,0.0,0.0,0.0,0.0
2019-03-15 13,0.0,0.0,0.0,0.0,0.0
2019-03-15 14,0.0,0.0,0.0,0.0,0.0
2019-03-15 15,0.0,0.0,0.0,0.0,0.0
2019-03-15 16,0.0,0.0,0.0,0.0,0.0
2019-03-15 17,0.0,0.0,0.0,0.0,0.0
2019-03-15 18,0.0,0.0,0.0,0.0,0.0
2019-03-15 19,0.0,0.0,0.0,0.0,0.0
2019-03-15 20,0.0,0.0,0.0,0.0,0.0
2019-03-15 21,0.0,0.0,0.0,0.0,0.0
2019-03-15 22,0.0,0.0,0.0,0.0,0.0
2019-03-15 23,0.0,0.0,0.0,0.0,0.0
2019-03-16 00,0.0,0.0,0.0,0.0,0.0
2019-03-16 01,0.0,0.0,0.0,0.0,0.0
2019-03-16 02,0.0,0.0,0.0,0.0,0.0
2019-03-16 03,0.0,0.0,0.0,0.0,0.0
2019-03-16 04,0.0,0.0,0.0,0.0,0.0
2019-03-16 05,0.0,0.0,0.0,0.0,0.0
2019-03-16 06,0.0,0.0,0.0,0.0,0.0
2019-03-16 07,0.0,0.0,0.0,0.0,0.0
2019-03-16 08,0.0,0.0,0.0,0.0,0.0
2019-03-16 09,0.0,0.0,0.0,0.0,0.0
2019-03-16 10,0.0,0.0,0.0,0.0,0.0
2019-03-16 11,0.0,0.0,0.0,0.0,0.0
2019-03-16 12,0.0,0.0,0.0,0.0,0.0
2019-03-16 13,0.0,0.0,0.0,0.0,0.0
2019-03-16 14,0.0,0.0,0.0,0.0,0.0
2019-03-16 15,0.0,0.0,0.0,0.0,0.0
2019-03-16 16,0.0,0.0,0.0,0.0,0.0
2019-03-16 17,0.0,0.0,0.0,0.0,0.0
2019-03-16 18,0.0,0.0,0.0,0.0,0.0
2019-03-16 19,0.0,0.0,0.0,0.0,0.0
2019-03-16 20,0.0,0.0,0.0,0.0,0.0
2019-03-16 21,0.0,0.0,0.0,0.0,0.0
2019-03-16 22,0.0,0.0,0.0,0.0,0.0
2019-03-16 23,0.0,0.0,0.0,0.0,0.0
2019-03-17 00,0.0,0.0,0.0,0.0,0.0
2019-03-17 01,0.0,0.0,0.0,0.0,0.0
2019-03-17 02,0.0,0.0,0.0,0.0,0.0
2019-03-17 03,0.0,0.0,0.0,0.0,0.0
2019-03-17 04,0.0,0.0,0.0,0.0,0.0
2019-03-17 05,0.0,0.0,0.0,0.0,0.0
2019-03-17 06,0.0,0.0,0.0,0.0,0.0
2019-03-17 07,0.0,0.0,0.0,0.0,0.0
2019-03-17 08,0.0,0.0,0.0,0.0,0.0
2019-03-17 09,0.0,0.0,0.0,0.0,0.0
2019-03-17 10,0.0,0.0,0.0,0.0,0.0
2019-03-17 11,0.0,0.0,0.0,0.0,0.0
2019-03-17 12,0.0,0.0,0.0,0.0,0.0
2019-03-17 13,0.0,0.0,0.0,0.0,0.0
2019-03-17 14,0.0,0.0,0.0,0.0,0.0
2019-03-17 15,0.0,0.0,0.0,0.0,0.0
2019-03-17 16,0.0,0.0,0.0,0.0,0.0
2019-03-17 17,0.0,0.0,0.0,0.0,0.0
2019-03-17 18,0.0,0.0,0.0,0.0,0.0
2019-03-17 19,0.0,0.0,0.0,0.0,0.0
2019-03-17 20,0.0,0.0,0.0,0.0,0.0
2019-03-17 21,0.0,0.0,0.0,0.0,0.0
2019-03-17 22,0.0,0.0,0.0,0.0,0.0
2019-03-17 23,0.0,0.0,0.0,0.0,0.0
2019-03-18 00,0.0,0.0,0.0,0.0,0.0
2019-03-18 01,0.0,0.0,0.0,0.0,0.0
2019-03-18 02,0.0,0.0,0.0,0.0,0.0
2019-03-18 03,0.0,0.0,0.0,0.0,0.0
2019-03-18 04,0.0,0.0,0.0,0.0,0.0
2019-03-18 05,0.0,0.0,0.0,0.0,0.0
2019-03-18 06,0.0,0.0,0.0,0.0,0.0
2019-03-18 07,0.0,0.0,0.0,0.0,0.0
2019-03-18 08,0.0,0.0,0.0,0.0,0.0
2019-03-18 09,0.0,0.0,0.0,0.0,0.0
2019-03-18 10,0.0,0.0,0.0,0.0,0.0
2019-03-18 11,0.0,0.0,0.0,0.0,0.0
2019-03-18 12,0.0,0.0,0.0,0.0,0.0
2019-03-18 13,0.0,0.0,0.0,0.0,0.0
2019-03-18 14,0.0,0.0,0.0,0.0,0.0
2019-03-18 15,0.0,0.0,0.0,0.0,0.0
2019-03-18 16,0.0,0.0,0.0,0.0,0.0
2019-03-18 17,0.0,0.0,0.0,0.0,0.0
2019-03-18 18,0.0,0.0,0.0,0.0,0.0
2019-03-18 19,0.0,0.0,0.0,0.0,0.0
2019-03-18 20,0.0,0.0,0.0,0.0,0.0
2019-03-18 21,0.0,0.0,0.0,0.0,0.0
2019-03-18 22,0.0,0.0,0.0,0.0,0.0
2019-03-18 23,0.0,0.0,0.0,0.0,0.0
2019-03-19 00,0.0,0.0,0.0,0.0,0.0
2019-03-19 01,0.0,0.0,0.0,0.0,0.0
2019-03-19 02,0.0,0.0,0.0,0.0,0.0
2019-03-19 03,0.0,0.0,0.0,0.0,0.0
2019-03-19 04,0.0,0.0,0.0,0.0,0.0
2019-03-19 05,0.0,0.0,0.0,0.0,0.0
2019-03-19 06,0.0,0.0,0.0,0.0,0.0
2019-03-19 07,0.0,0.0,0.0,0.0,0.0
2019-03-19 08,0.0,0.0,0.0,0.0,0.0
2019-03-19 09,0.0,0.0,0.0,0.0,0.0
2019-03-19 10,0.0,0.0,0.0,0.0,0.0
2019-03-19 11,0.0,0.0,0.0,0.0,0.0
2019-03-19 12,0.0,0.0,0.0,0.0,0.0
2019-03-19 13,0.0,0.0,0.0,0.0,0.0
2019-03-19 14,0.0,0.0,0.0,0.0,0.0
2019-03-19 15,0.0,0.0,0.0,0.0,0.0
2019-03-19 16,0.0,0.0,0.0,0.0,0.0
2019-03-19 17,0.0,0.0,0.0,0.0,0.0
2019-03-19 18,0.0,0.0,0.0,0.0,0.0
2019-03-19 19,0.0,0.0,0.0,0.0,0.0
2019-03-19 20,0.0,0.0,0.0,0.0,0.0
2019-03-19 21,0.0,0.0,0.0,0.0,0.0
2019-03-19 22,0.0,0.0,0.0,0.0,0.0
2019-03-19 23,0.0,0.0,0.0,0.0,0.0
2019-03-20 00,0.0,0.0,0.0,0.0,0.0
2019-03-20 01,0.0,0.0,0.0,0.0,0.0
2019-03-20 02,0.0,0.0,0.0,0.0,0.0
2019-03-20 03,0.0,0.0,0.0,0.0,0.0
2019-03-20 04,0.0,0.0,0.0,0.0,0.0
2019-03-20 05,0.0,0.0,0.0,0.0,0.0
2019-03-20 06,0.0,0.0,0.0,0.0,0.0
2019-03-20 07,0.0,0.0,0.0,0.0,0.0
2019-03-20 08,0.0,0.0,0.0,0.0,0.0
2019-03-20 09,0.0,0.0,0.0,0.0,0.0
2019-03-20 10,0.0,0.0,0.0,0.0,0.0
2019-03-20 11,0.0,0.0,0.0,0.0,0.0
2019-03-20 12,0.0,0.0,0.0,0.0,0.0
2019-03-20 13,0.0,0.0,0.0,0.0,0.0
2019-03-20 14,0.0,0.0,0.0,0.0,0.0
2019-03-20 15,0.0,0.0,0.0,0.0,0.0
2019-03-20 16,0.0,0.0,0.0,0.0,0.0
2019-03-20 17,0.0,0.0,0.0,0.0,0.0
2019-03-20 18,0.0,0.0,0.0,0.0,0.0
2019-03-20 19,0.0,0.0,0.0,0.0,0.0
2019-03-20 20,0.0,0.0,0.0,0.0,0.0
2019-03-20 21,0.0,0.0,0.0,0.0,0.0
2019-03-20 22,0.0,0.0,0.0,0.0,0.0
2019-03-20 23,0.0,0.0,0.0,0.0,0.0
2019-03-21 00,0.0,0.0,0.0,0.0,0.0
2019-03-21 01,0.0,0.0,0.0,0.0,0.0
2019-03-21 02,0.0,0.0,0.0,0.0,0.0
2019-03-21 03,0.0,0.0,0.0,0.0,0.0
2019-03-21 04,0.0,0.0,0.0,0.0,0.0
2019-03-21 05,0.0,0.0,0.0,0.0,0.0
2019-03-21 06,0.0,0.0,0.0,0.0,0.0
2019-03-21 07,0.0,0.0,0.0,0.0,0.0
2019-03-21 08,0.0,0.0,0.0,0.0,0.0
2019-03-21 09,0.0,0.0,0.0,0.0,0.0
2019-03-21 10,0.0,0.0,0.0,0.0,0.0
2019-03-21 11,0.0,0.0,0.0,0.0,0.0
